title_spanish,tconst,actors,director,writter
Charada,tt0056923,"nm0000026,nm0000030,nm0000527",nm0002045,nm0832099
Infieles,tt1134722,"nm2813912,nm2649688,nm1894411",,nm7997733
Escupiré sobre tu tumba,tt1242432,"nm1713632,nm0105226,nm0397110",nm0003458,nm2098346
Trolls,tt1679335,"nm0447695,nm0005493,nm0221046",nm0593610,nm0008743
Dügüm,tt14014078,"nm1868654,nm3319111,nm2370628",,nm9411045
2.0 Lucy,tt12683224,"nm6285015,nm8341788,nm10422386",nm5988898,nm5988898
Savage x Fenty Show,tt22778190,"nm3666749,nm1982597,nm6328300",nm1541136,
Caza mortal,tt0427637,"nm0688093,nm0797569,nm1008648",nm0945181,nm1171761
Kajaki,tt3622120,"nm2707511,nm4440305,nm3738320",nm1238038,nm2423647
The Baxters,tt7949624,"nm0569337,nm3196681,nm4558567",,nm3779095
El acusado perfecto,tt9211804,"nm5354914,nm0439642,nm1399770",nm0405632,nm0517179
Mete miedo,tt8286194,"nm1738430,nm1878120,nm12937288",nm1002009,nm0610404
Free Color,tt9089416,"nm6913215,nm1384133,nm10173670",nm0038093,nm0378046
Demonio en la piel,tt0143213,"nm0000535,nm0564107,nm0794339",nm0000712,nm0584689
A Sniper's War,tt7974772,nm8162770,nm7253772,
Historias apocalípticas,tt13361358,"nm10733105,nm2953628,nm8549976",nm3322487,nm11618500
The Undamaged,tt9184964,"nm10217989,nm10217994,nm9708956",nm7626501,nm9910119
Siete psicópatas,tt1931533,"nm0685856,nm0836121,nm0005377",nm1732981,nm1732981
Vikingos,tt2306299,"nm0935395,nm0803890,nm1573253",,nm0386694
Los demonios de la guerra,tt1632701,"nm0532683,nm0389069,nm1423048",,nm0466689
Blame,tt0086973,"nm0000323,nm0004767,nm0001320",nm0002045,nm0676361
DC Liga de supermascotas,tt8912936,"nm0425005,nm0366389,nm0571952",nm2972864,nm2972864
Victor Crowley,tt5534434,"nm0791487,nm0387987,nm1925026",nm1697112,nm1697112
Another Excellent Day,tt3869428,"nm3819597,nm5982936,nm5661187",nm1753496,nm7913130
Imperium,tt4781612,"nm0705356,nm0001057,nm0504832",nm2495732,nm4507295
Digimon Adventure: Last Evolution Kizuna,tt9507234,"nm5137121,nm2893431,nm4986321",nm5263494,nm0393289
Seojinny-ne,tt26493973,"nm6124994,nm6079248,nm1869756",,
Dr. Jason II - Lights & Shadows,tt23871574,"nm2466502,nm0191747,nm9633960",nm2466502,nm2466502
Godzilla vs. Kong,tt5034838,"nm0002907,nm5611121,nm0356017",nm1417392,nm0744429
Papillon,tt0070511,"nm0000537,nm0000163,nm0430460",nm0769874,nm0874308
Enjambre,tt14961048,"nm6195774,nm1352900,nm3675238",,nm2255973
Aflicción,tt0118564,"nm0000560,nm0862923,nm0651660",nm0001707,nm0001930
Muere Hart 2: Doble o nada,tt32094375,"nm0366389,nm2812026,nm2355635",nm1926903,nm2945690
Misión imposible 3,tt0317919,"nm0000129,nm0000450,nm0000609",nm0009190,nm0476064
Ponniyin Selvan: Part One,tt10701074,"nm1417314,nm0706787,nm1375534",nm0711745,nm0711745
Mephisto,tt0082736,"nm0001970,nm0126569,nm0417370",nm0843640,nm0229569
Tráiganme la cabeza de la mujer metralleta,tt2424028,"nm1343708,nm1416557,nm1929276",nm1104993,nm1104993
Jack Ryan: Operación sombra,tt1205537,"nm1517976,nm0461136,nm0000126",nm0000110,nm3092414
Kelce,tt28656365,"nm2832850,nm7514053,nm15228200",nm0034531,
El incidente,tt3528756,"nm0617622,nm6379654,nm0124579",nm3533685,nm3533685
Los infalibles,tt28290049,"nm9369625,nm11199167,nm1196219",nm0004689,nm11199167
My Little Pony: La magia de la amistad,tt1751105,"nm1868320,nm0319308,nm0152839",,nm0269260
Los domésticos,tt5591666,"nm0098378,nm0388382,nm4420495",nm2298645,nm2298645
Hablando de la felicidad,tt0454921,"nm0000226,nm1535523,nm0628601",nm0610831,nm0175726
El club de los asesinos,tt0088847,"nm0000389,nm0322339,nm0001309",nm0000455,nm0000455
Manolito Gafotas,tt0206117,"nm0215803,nm0654841,nm0959575",nm0016234,nm0016234
Nacido el cuatro de julio,tt0096969,"nm0000129,nm0488267,nm0000855",nm0000231,nm0468407
El cobrador,tt0462230,"nm0001228,nm0708698,nm0182074",nm0496694,nm0284707
Please Enlighten Me,tt29276648,"nm1796740,nm11650034,nm16417464",nm10535113,
El hilo rojo,tt35661604,"nm5429211,nm0112868,nm6145378",nm1381358,nm17022637
Leandro Díaz,tt22398462,"nm5241450,nm1917786,nm0890665",,nm7202276
El exorcismo de mi mejor amiga,tt7830806,"nm3220568,nm6403233,nm12059990",nm2270017,nm0483520
Balas y Katanas,tt12671622,"nm3837788,nm10250359,nm3359973",nm3039924,nm5255830
Los Japón,tt7858496,"nm3657043,nm2725254,nm0213766",nm2283012,nm1310000
Mr. Bean Animado,tt0280277,"nm0000100,nm0333393,nm0323140",,nm0000100
Evangelion 2.0 You Can (Not) Advance,tt0860906,"nm0594074,nm0644527,nm0370677",nm0556094,nm0030417
Allí abajo,tt4092270,"nm2725254,nm5706907,nm1892699",,nm0073172
El Chico Invisible,tt0050546,"nm0264134,nm0008041,nm0108270",nm0388913,nm0401738
Secreto de Confesión,tt0226420,"nm0683831,nm0709315,nm0592126",nm0812958,nm0126528
Die Hart: The Movie,tt32862849,"nm10048253,nm16325959,nm10771695",nm10048253,nm10048253
Rififi,tt0048021,"nm0785771,nm0617846,nm0544275",nm0202088,nm0494138
Megan Thee Stallion: en primera persona,tt33990511,nm10708271,nm5283727,
Homecoming,tt7008682,"nm4150847,nm0134072,nm2186865",,nm2562465
Transmorphers,tt0960835,"nm0937869,nm0916471,nm2509115",nm0805635,nm0805635
Southbound,tt4935334,"nm2318753,nm2366012,nm1869640",nm1671066,nm2366012
Rememory,tt2331047,"nm0227759,nm2087116,nm2965362",nm0657372,nm3428500
Dhogs,tt5612554,"nm6878395,nm4408584,nm0087237",nm8052572,nm5388554
El viaje de los malditos,tt2777882,"nm0024227,nm3905146,nm0499298",,nm5874670
Código 46,tt0345061,"nm0000209,nm0407033,nm1029263",nm0935863,nm0101639
Navidades por encargo,tt9028880,"nm0891786,nm1057932,nm0668534",nm0006787,nm0555646
Perdiendo el norte,tt3500544,"nm2304398,nm1694256,nm0840754",nm1818121,nm1615028
Surrogate,tt34895715,"nm6211998,nm10152588,nm2360158",,
El séptimo hijo,tt1121096,"nm0000313,nm1602660,nm0000194",nm0091076,nm0495378
"Escándalo, relato de una obsesión",tt18350198,"nm1411610,nm10140378,nm0317884",,nm0345998
Kuroko no Basket,tt2348803,"nm2770525,nm2893431,nm2520926",,nm4992790
Macbeth,tt2884018,"nm7752797,nm7752798,nm1055413",nm0997291,nm0521974
Lo dejo cuando quiera,tt8806768,"nm1992631,nm1238859,nm1685281",nm1724912,nm2661589
Los archivos Menten,tt5279804,"nm1695852,nm7784599,nm7784600",nm0786157,nm0692716
"Dora, la exploradora",tt0235917,"nm1036205,nm1141558,nm1144472",,nm1332821
Quinta planta,tt5559552,"nm7785784,nm5368474,nm1474346",nm1843271,
La noche de los cristales rotos,tt0102900,"nm0000297,nm0001364,nm0000627",nm0000583,nm0624217
Earth Protectors,tt18501832,"nm14448906,nm13223563,nm11590582",nm8976353,nm8976353
Sueños de una escritora en Nueva York,tt2222052,"nm4960279,nm0000244,nm3150488",nm0265852,nm0265852
LOL - Quien ríe está fuera,tt13620358,"nm6974561,nm6070299,nm1133014",,nm12136673
Jai Bhim,tt15097216,"nm1421814,nm7934649,nm8904193",nm4377096,nm4377096
Willy's Wonderland,tt8114980,"nm0000115,nm6376834,nm0335275",nm0507425,nm1474634
The Manson Murders,tt35628886,"nm0543909,nm2703873,nm2176521",nm0001554,nm2176521
Los elegidos,tt5622316,"nm3355902,nm6051304,nm0745751",,nm0420817
20 Centímetros,tt0421528,"nm1014577,nm1248935,nm1923774",nm0757749,nm0757749
El camino a la libertad,tt9243946,"nm0666739,nm0052186,nm2804503",nm0319213,nm0319213
El tiempo de los monstruos,tt3762284,"nm0194572,nm0679150,nm1197737",nm0754931,nm0754931
The Report,tt8236336,"nm3485845,nm1015684,nm1553003",nm1994243,nm1994243
Nadie vive,tt1763264,"nm1812656,nm2564938,nm0855564",nm0457565,nm2043160
The Evil in Us,tt4035898,"nm4497336,nm5169074,nm6104273",nm6344671,nm6344671
Comedy Island Japan,tt29688993,"nm0406592,nm4187460,nm3204295",,nm5165584
Islas Salvajes,tt0085994,"nm0000169,nm0001574,nm0681041",nm0265564,nm0680595
WolfCop,tt2781516,"nm1011075,nm1287928,nm0511264",nm3366745,nm3366745
Symbol,tt10478054,"nm2842232,nm0412850,nm2038170",,nm0064157
Lakatabu,tt32631962,"nm2920950,nm2377911,nm2104761",nm2920950,nm2920950
Cabaña Maldita,tt7316576,"nm0696387,nm0070810,nm0005404",nm5566129,nm0463057
Compañeros,tt0066612,"nm0626259,nm0587401,nm0721073",nm0179281,nm0537985
The Barcelona Vampiress,tt10873438,"nm0142875,nm1155977,nm4264236",nm2417076,nm0033520
Apagón en Nueva York,tt0159206,"nm0000572,nm0000326,nm0004862",,nm0124299
La boda más odiosa,tt9071456,"nm0324134,nm0005049,nm0207218",nm0768957,nm10164302
Curse of the Werehuahua,tt13491170,"nm5676795,nm3920978,nm4440892",nm3920978,nm5858542
Dos mujeres,tt0222547,"nm0261805,nm0508248,nm0311027",,nm0488665
Sin salida,tt0106918,"nm0000129,nm0000675,nm0000432",nm0001628,nm0001300
Love Transit,tt27903421,"nm3640154,nm7443364,nm12422656",,
Aparecidos,tt0836683,"nm1699333,nm0673144,nm0147834",nm2161247,nm2161247
Becky,tt10314450,"nm5157662,nm0416673,nm0570364",nm5732579,nm1460195
Crucible of the Vampire,tt6017926,"nm2835435,nm0607403,nm1659162",nm6470777,nm8400911
Sálvame,tt1450584,"nm1422994,nm1653311,nm1618095",,
Los Nueve Gatitos de Navidad,tt0104940,"nm0000323,nm0324397,nm0926209",nm0005008,nm0002042
Golda,tt14454876,"nm0000545,nm7546218,nm0329094",nm1142235,nm0552842
La Copa Imposible,tt28676261,nm15159103,nm12646466,nm12646466
"Quo vadis, Aida?",tt8633462,"nm1655668,nm0048081,nm3113678",nm1120092,nm1120092
La última apuesta (Mississippi Grind),tt0101748,"nm0000203,nm0000666,nm0659325",nm0001700,nm0173798
La corresponsal,tt2368254,"nm0683253,nm1752186,nm0390903",nm1292648,nm3885069
Alerta global,tt8956324,"nm0005048,nm1682799,nm3297349",nm4602143,nm4602143
The Right Way,tt0461566,"nm0682762,nm0699198,nm0150245",nm1917987,nm1917987
El Caso: crónica de sucesos,tt5134214,"nm0347202,nm0845189,nm0308272",,nm8002121
Hitler: Uncovering His Fatal Obsession,tt21228992,"nm0368603,nm1674392,nm3506918",,nm4479625
Kamen Rider: BLACK SUN,tt14377480,"nm0632689,nm1903507,nm1204924",,nm0411127
Stuart Little 2,tt0243585,"nm0000150,nm0000133,nm0491402",nm0591450,nm0924754
Cortocircuito,tt0091949,"nm0000639,nm0000430,nm0001770",nm0000824,nm0934093
La sociedad literaria y el pastel de piel de patata,tt1289403,"nm3726887,nm0183822,nm0401264",nm0001565,nm0740400
Giannis: Camino a la grandeza,tt30895834,"nm5798623,nm12916728,nm12916729",nm11028466,
Juegos de caza,tt8918392,"nm4844496,nm6371226,nm9456743",nm6033367,nm6033367
"Margrete, reina del norte",tt9308390,"nm0245988,nm0540038,nm8557211",nm0797136,nm1976688
El abismo,tt13654226,"nm1886602,nm5896355,nm0000244",nm0220600,nm3916149
La partícula de Dios,tt1307873,"nm0000104,nm0470981,nm0001209",nm0469813,nm0420701
Swim Tuff,tt28792998,,,
Las Inocentes,tt0091266,"nm0042144,nm0131111,nm0209299",nm0147356,nm0302205
Todos dicen I love you,tt0431308,"nm0005476,nm0124930,nm0001435",nm0481418,nm0481418
Ravanasura,tt15816190,"nm0712433,nm0419688,nm3118945",nm5567731,nm9489622
El mundo es vuestro,tt14639702,"nm1362698,nm3174082,nm3977859",nm1362698,nm2653099
GEN MEX,tt10236164,"nm3850259,nm0245988,nm6748220",nm3281319,nm3281319
Bad roads,tt8126172,"nm9236419,nm9226250,nm11745645",nm3770838,nm3770838
Re:Born,tt5678110,"nm1056120,nm8113624,nm1102191",nm1647538,nm10313353
Obsesión,tt15120042,"nm5470601,nm0657225,nm2075350",nm2156410,nm2720084
Mal de ojo,tt15847880,"nm0575754,nm10181568,nm5812395",nm3533685,nm11134039
Brimstone. La hija del predicador,tt1895315,"nm0001602,nm0266824,nm4454223",nm0465551,nm0465551
Dounia y la princesa de Alepo,tt23327624,"nm12146203,nm12146204,nm0846330",nm9255137,nm12146205
Going Home with Tyler Cameron,tt31718048,"nm10565432,nm16067598,nm16070503",,
LEGO® DREAMZzz: Trials of the Dream Chasers,tt27613744,"nm5357907,nm14849252,nm8407610",,nm0250812
Al 3er día,tt10984206,"nm2281397,nm0968570,nm13479385",nm0209435,nm1896048
El misterio de God's Pocket,tt2920808,"nm0376716,nm0000450,nm0550371",nm0805476,nm0223320
Chicas surfistas en Hawái,tt28239237,"nm14990235,nm14990236,nm2057271",,
Payasos asesinos del espacio exterior,tt0095444,"nm0186151,nm0811562,nm0625482",nm0158014,nm0158006
Graphic Means: A History of Graphic Design Production,tt6474220,"nm8745385,nm8745386,nm8745381",nm8742087,nm9795015
Rescate en llamas,tt18749248,"nm8018569,nm3511805,nm4405625",nm0161152,nm14283167
El mejor verano de mi vida,tt7679126,"nm3335067,nm1071554,nm1884975",nm1738082,nm3374735
"Aguirre, la cólera de Dios",tt0068182,"nm0001428,nm0737928,nm0215683",nm0001348,nm0001348
Héroes al amanecer,tt10869956,"nm5920962,nm7115844,nm11195891",nm5834719,nm5834719
El caso Wanninkhof,tt13323092,,nm1231462,nm11996105
La vida de Calabacín,tt12908150,"nm2394794,nm0873998,nm2957490",nm1093039,nm1093039
Django el bastardo,tt0064240,"nm0211922,nm0333128,nm0436422",nm0308524,nm0308524
Camino a Bollywood,tt19868804,"nm0154146,nm3844346,nm6269780",,nm0003939
Gigolò per caso,tt26255952,"nm0211565,nm1186230,nm0029846",,nm9177932
Rubius X,tt16306510,"nm8319384,nm8661622,nm11361389",nm13884269,
Los commitments,tt0101605,"nm0035087,nm0013932,nm0050337",nm0000570,nm0236486
1944,tt29731180,,,nm0792263
Doble juego,tt0107983,"nm0000198,nm0940070,nm0000496",nm0575389,nm0377088
Curiosa,tt7598076,"nm4374524,nm2671105,nm3118835",nm0422367,nm0422367
Viudas Desesperadas,tt12204492,"nm4191017,nm2524394,nm2023000",nm1267023,nm1267023
Life and Dirt,tt33363825,"nm12498791,nm14715621,nm13004273",,nm7483552
Rebelión en la granja,tt0047834,"nm0372649,nm0219062",nm0060742,nm0000567
Los últimos caballeros,tt2493486,"nm0654110,nm0000151,nm0193295",nm1589546,nm0465480
Delicioso,tt10738536,"nm1687610,nm0141140,nm3118835",nm0078704,nm0078704
Flashback,tt8372094,"nm3729721,nm0720082,nm2140860",nm2804532,nm2804532
Sayen: La cazadora,tt32063728,"nm10747080,nm9017619,nm14269237",nm0936838,nm5733685
晴れたらいいね,tt0114388,"nm0281424,nm0929489,nm0910040",nm0000487,nm0000807
The Babysitters,tt0796302,"nm0083564,nm0096637,nm2398362",nm1565107,nm1565107
The Ring 2 (La señal 2),tt0377109,"nm0915208,nm0048932,nm0233562",nm0620378,nm0472567
"Corre, cielo, corre",tt8656686,"nm8212878,nm1561982,nm0163988",nm0275277,nm0275277
Yves Saint-Laurent: My Marrakesh,tt9010752,,nm2901897,
El Capitán,tt0102057,"nm0000163,nm0000245,nm0000210",nm0000229,nm0057381
Rocketry: The Nambi Effect,tt9263550,"nm0534856,nm0801264,nm0438496",nm0534856,nm0534856
El Continental,tt7930010,"nm1043338,nm1073929,nm0959304",,nm4189172
Aged,tt17044020,"nm11335446,nm10924081,nm8877277",nm11850181,nm11850181
Kill Mode,tt8365426,"nm2523121,nm2547201,nm9371177",nm4141388,nm4141388
Available: A Modern Day Fairy Tale,tt2734498,"nm2753055,nm5544403,nm0144685",nm4114368,nm4114368
Aullidos 3,tt0093227,"nm0653222,nm0265523,nm0030349",nm0602333,nm0104707
In April,tt3895150,"nm5137121,nm5190250,nm4785118",,nm7566180
Making the Cut,tt8962394,"nm2125540,nm0005099,nm1793102",,
Proyecto Swap,tt4776564,"nm0582257,nm0001744,nm0000620",nm1914394,nm3741595
Transformers Prime,tt1659175,"nm0191520,nm0599019,nm0001062",,nm0135184
Soldiers of the damned,tt2396671,"nm1534895,nm0177476,nm3831579",nm0638348,nm0395050
Instinto maternal,tt13397574,"nm1567113,nm0004266,nm0509264",nm0217120,nm2841072
Barbacoa,tt12887770,"nm0283997,nm2561940,nm3259962",nm2561940,nm2561940
Las tres mellizas,tt0283808,"nm0317875,nm7600583,nm2018077",,nm0970460
Project Wolf Hunting,tt15575470,"nm5364609,nm8589353,nm4746399",nm2341549,nm2341549
Los visitantes,tt8332130,"nm1279980,nm0110491,nm0024492",,nm0085088
The Pool,tt28547657,"nm0005327,nm0001629,nm0005321",nm1164865,nm15111423
Tiempo Límite,tt0313443,"nm0000243,nm0578949,nm0005125",nm0002083,nm1152581
La mano de Dios,tt0355744,"nm0233425,nm0955090,nm0812919",nm0759232,nm0302057
El niño detrás de la puerta,tt10772662,"nm6807858,nm6842615,nm0061877",nm5293961,nm5293961
Pesadillas 2: Noche de Halloween,tt5664636,"nm1018488,nm5589690,nm5582294",nm1847738,nm1464577
Más allá de la verdad,tt3715410,"nm6479501,nm6479499,nm6479500",nm6479499,nm6479499
Music When The Lights Go Out,tt2140663,"nm7483475,nm7393303,nm8935806",,nm3617006
100 Years of Men in Love: The Accidental Collection,tt18548384,"nm0587778,nm9508513,nm13464809",nm0587778,nm0587778
El regreso de Ben,tt7545524,"nm0000210,nm2348627,nm0005524",nm0373282,nm0373282
Una noche de venganza,tt5932368,"nm0000151,nm3199307,nm0005258",nm0303032,nm4350997
Godzilla,tt0831387,"nm1093951,nm2640264,nm0913822",nm2284484,nm1709264
¿Por qué se asesina a un magistrado?,tt0071987,"nm0626259,nm0264554,nm0032525",nm0198765,nm0198765
Open,tt0316356,"nm0000380,nm0000126,nm0000906",nm0000126,nm0656842
Maggie,tt1881002,"nm0000216,nm1113550,nm0000613",nm3918746,nm4401747
Kung Fu Panda: The Paws of Destiny,tt8271176,"nm6058237,nm7501863,nm4146013",,nm3771605
Zona de Choque,tt0220217,"nm0536476,nm0659794,nm0090926",,nm0338578
Cazadores de mentes,tt0297284,"nm0047248,nm0004286,nm0962261",nm0001317,nm0469694
Nuestro último verano en Escocia,tt2725962,"nm0683253,nm0855039,nm0175262",nm0357725,nm0357725
"Nerve, un juego sin reglas",tt3531824,"nm0731075,nm2002649,nm2007030",nm1160962,nm0789366
La tortuga roja,tt3666024,"nm0307430,nm4423028,nm8940318",nm0240196,nm0240196
Divorcio en negro de Tyler Perry,tt28248897,"nm0328709,nm0362484,nm5121352",nm1347153,nm1347153
Recargado 2,tt15352048,"nm2466502,nm15221099,nm12591558",nm2466502,nm2466502
Llamas de furia,tt5689156,"nm0828127,nm3700117,nm6248123",nm2557279,nm8118445
HIKARU UTADA SCIENCE FICTION TOUR 2024,tt35822407,nm0882483,nm4696062,nm0882483
En su punto,tt13353386,"nm0656768,nm3143558,nm4225981",nm0859985,nm0736676
Little Italy,tt6957966,"nm0731075,nm0159789,nm0000732",nm0677953,nm1241330
Dirty Linen,tt24013752,"nm2174257,nm9035867,nm4986686",,
Verano del 84,tt5774450,"nm6311728,nm6237346,nm5133511",nm2379331,nm6233994
Sentinelle,tt11734264,"nm1385871,nm6725563,nm3465625",nm2182866,nm2182866
El payaso del mal,tt1780798,"nm1022918,nm0020751,nm0001780",nm1218281,nm1755986
"Greybeard: The Man, the Myth, the Mississippi",tt25982108,"nm14454423,nm14454424,nm14454422",nm7055740,
Ride on Time,tt22797864,"nm5477626,nm6138923,nm10412520",,
Besos ocultos,tt30459041,"nm0358316,nm0001605,nm1601397",,nm2267086
Héctor y el secreto de la felicidad,tt1626146,"nm0670408,nm0683253,nm0643322",nm0155093,nm0374842
Judy y Punch,tt2109198,,,
"Strasek, der Vampir",tt7246926,"nm10595217,nm10595218,nm10595128",nm9191070,nm9191070
Fatum,tt20215670,"nm0869088,nm1073929,nm0025745",nm3296976,nm3296976
Knuckle Girl,tt29253563,"nm3834378,nm6796254,nm14146889",nm3460905,nm15445254
The Three Drinkers in Ireland,tt14540418,"nm10252985,nm10252986,nm12012190",,
No te lo vas a creer,tt8707922,"nm1275259,nm0388382,nm4576371",nm1435237,nm4050491
La venganza de Jane,tt2140037,"nm0000204,nm0249291,nm0000191",nm0640334,nm3929259
El secreto de las abejas,tt8332798,"nm1086543,nm0991979,nm2913280",,nm17114287
Paella Today,tt6214294,"nm0729491,nm2646631,nm8558099",nm2162674,nm2162674
Inseparables,tt5680678,"nm0553650,nm0209404,nm0281371",nm0138759,nm0138759
Teniente corrupto,tt0103759,"nm0000172,nm0568421,nm0009603",nm0001206,nm0526259
Círculo rojo,tt0853224,"nm0012560,nm0098710,nm0349427",,nm0209398
La batalla del dragón,tt11198330,"nm1741002,nm8844328,nm0869750",,nm2952284
The Fake Sheikh,tt21874996,"nm8075744,nm9362379,nm15270956",,
Little Monsters,tt0097758,"nm0000625,nm0005177,nm0827663",nm0338572,nm0744429
Los inútiles,tt0046521,"nm0409421,nm0814773,nm0264770",nm0000019,nm0000019
Hanna,tt0993842,"nm1519680,nm0051509,nm3043279",nm0942504,nm2605946
"Argentina, 1985",tt15301048,"nm0201857,nm12905943,nm8077780",nm1377207,nm1377207
Abigail y la ciudad perdida,tt7025388,"nm4121075,nm8872420,nm1588798",nm7204868,nm9070087
Ghost Rider: El motorista fantasma,tt0259324,"nm1668265,nm0018161,nm0191442",nm0425756,nm0425756
La profesora de parvulario,tt6952960,"nm0350454,nm0305558,nm3492635",nm2528690,nm2528690
Sweet Home,tt11612120,"nm8853855,nm2075270,nm3315713",,nm11274902
¿Tus navidades o las mías? 2,tt27446495,"nm2633535,nm8230647,nm0103195",nm1317262,nm2758295
The Last Seven,tt15767808,"nm4495529,nm1032916,nm9487745",nm0063279,nm1652704
Generación porno,tt10882950,"nm0819874,nm9977814,nm9870427",,
El camino más largo,tt4656396,"nm2731877,nm0119174,nm1669787",nm1880926,nm1880926
El día de los trífidos,tt2777882,"nm0024227,nm3905146,nm0499298",,nm5874670
En Busca de la Eterna Juventud,tt0454921,"nm0000226,nm1535523,nm0628601",nm0610831,nm0175726
Regular Heroes,tt12262372,"nm1006024,nm4457043,nm11685592",,
"Tad, the Lost Explorer, and the Secret of King Midas",tt3896102,"nm1043338,nm1246047,nm1504627",nm3583061,nm0309027
En las Garras del Terror,tt13964390,"nm0067367,nm4051466,nm6434640",nm1164755,nm2278184
How to Clear a Cluttered Mind,tt14521452,nm12517217,nm11011122,nm2461431
H.P. Lovecraft's Witch House,tt15427420,"nm6681202,nm2766218,nm1584582",nm1939774,nm1939774
El crimen de los Galindos,tt2777882,"nm0024227,nm3905146,nm0499298",,nm5874670
Como Perros Salvajes,tt4054654,"nm0000115,nm0000353,nm4232922",nm0001707,nm0120483
Incidencias,tt3169832,"nm1071554,nm3026084,nm0959304",nm0179069,nm0059062
The Phoenix,tt0373889,"nm0705356,nm0577982,nm2144593",nm0946734,nm0325533
Aves del paraíso,tt11771006,"nm9537602,nm8109082,nm0000302",nm2262138,nm11344004
Historias lamentables,tt11362866,"nm2205196,nm1476722,nm2355512",nm0275250,nm0275250
Malacrianza,tt3279818,"nm0813739,nm6033453,nm6033462",nm1126790,nm1126790
Confesiones de un asesino a sueldo,tt4301160,"nm5473782,nm3236159,nm4209180",,nm0227111
Spring Breakers,tt2101441,"nm0290556,nm1411125,nm1227814",nm0005101,nm0005101
El segundo nombre,tt0303021,"nm0697939,nm0396553,nm0706373",nm0687042,nm0132793
Mi guardaespaldas,tt0081207,"nm0538485,nm0000284,nm0000369",nm0082300,nm0650276
Pallu Padama Paathuka,tt7853258,"nm3327356,nm1687023,nm5625923",nm9543930,
Tierra de lobos,tt1698445,"nm1695705,nm0892794,nm0273451",,nm1289609
Evil Tapes,tt22494386,"nm3967921,nm14110338,nm3967317",nm6196575,nm6196575
¿Tus navidades o las mías?,tt21994906,"nm2633535,nm8230647,nm0990547",nm1317262,nm2758295
Guns Akimbo,tt6902676,"nm0705356,nm3034977,nm0219329",nm3950520,nm3950520
El cochecito,tt0053724,"nm0410756,nm0691675,nm0007023",nm0274659,nm0044156
El Cover,tt11206172,"nm3856284,nm2392521,nm3660766",nm0209397,nm0209397
Lucha Por La Liberdad,tt1124037,"nm0000190,nm1813221,nm0991810",nm0002657,nm0002657
Escuela para fracasados,tt6781982,"nm0366389,nm1840504,nm1443527",nm0002700,nm0366389
Apocalypse Now Redux,tt0078788,"nm0000008,nm0000640,nm0000380",nm0000338,nm0587518
El caso Fritz Bauer,tt4193400,"nm0458460,nm1665537,nm3046996",nm0470081,nm0470081
"Francisco, juglar de Dios",tt0042477,"nm0264762,nm1106808,nm2518733",nm0744023,nm0744023
Traición,tt7197710,"nm0006702,nm0022261,nm1208191",,nm1202178
Mentes peligrosas,tt0112792,"nm0000201,nm0001169,nm0005524",nm0808807,nm0425676
Sayen,tt19869024,"nm9877220,nm0033550,nm8737795",nm0936838,nm2707636
Calle y Poche: Sin Etiquetas,tt27993512,"nm6386322,nm7775116,nm14714707",,nm1118148
Invasion Planet Earth,tt3827540,"nm5656650,nm2635051,nm3103588",nm0185252,nm0185252
Ola de crímenes,tt7459182,"nm0893941,nm0010207,nm1309844",nm0703265,nm0555909
"Makinavaja, el último choriso",tt0100096,"nm0657004,nm0094625,nm0661118",nm0840757,nm0869090
The Sound of 007,tt16433236,"nm0185819,nm0000323,nm1785339",nm1475971,
Cazadores de tesoros,tt1596786,"nm3797453,nm3847199,nm3795153",,nm3797453
Mientras seamos jóvenes,tt1791682,"nm0915208,nm0001774,nm1978694",nm0000876,nm0000876
Agni,tt27930683,"nm2363939,nm4450033,nm1241555",nm1194320,nm1194320
LOL: Last One Laughing Indonesia,tt32524696,"nm8122314,nm7609202,nm8777468",,
Corona Depression,tt13004612,nm0481241,nm11858490,nm11858490
Fukushima,tt9318772,"nm0913822,nm0949069,nm2193621",nm0906710,nm3978762
Elefante blanco,tt2132324,"nm0201857,nm0753737,nm1089900",nm0871086,nm1375024
El misterio de la dama blanca,tt0095484,"nm0001305,nm0137230,nm0733678",nm0482486,nm0482486
Lovestruck High,tt19848956,"nm3597964,nm13434246,nm5668472",,
"Yes, God, Yes",tt8949056,"nm3034501,nm3985937,nm4402890",nm3505289,nm3505289
Los Croods,tt0481499,"nm0000115,nm1297015,nm0005351",nm0210320,nm0210320
´71,tt2614684,"nm1925239,nm4110963,nm0691586",nm1312919,nm2954373
A través del río,tt9362722,"nm4271336,nm2794962,nm3109964",nm1690966,nm0520488
Big Man Japan,tt0997147,"nm1035719,nm0847607,nm1249301",nm1035719,nm1035719
Jolt,tt10228134,"nm0000295,nm2541974,nm0001804",nm0923330,nm10640839
Intemperie,tt8406744,"nm0869088,nm0130429,nm7235691",nm0952583,nm5488769
El hombre contra la máquina,tt0067116,"nm0000432,nm0721073,nm0001702",nm0001243,nm0862781
Rumores,tt1282140,"nm1297015,nm0046112,nm0004789",nm0323239,nm1421629
OOP Saga,tt29532128,"nm15374312,nm15374314,nm15373347",,nm8080516
Que se mueran los feos,tt1475400,"nm0194572,nm1197737,nm0225921",nm1818121,nm1615028
Cosas que perdimos en el fuego,tt0469623,"nm0000932,nm0001125,nm0000141",nm0081540,nm1615610
Cosmic Love France,tt24876398,"nm5548440,nm14366235,nm14366234",,
