title_spanish,tconst,actors,director,writter
El juego del calamar,tt10919420,"nm0497631,nm1059827,nm1601080",,nm1375363
Érase una vez el Oeste,tt24069848,"nm2018237,nm2365811,nm2851530",,nm1872664
Machos alfa,tt18482892,"nm1347093,nm0555093,nm0317762",,nm1461377
Palomas negras,tt27995113,"nm0461136,nm0924210,nm0484104",,nm3620967
Casa en llamas,tt1299353,"nm0209719,nm1065291,nm0488596",nm0328541,
El agente nocturno,tt13918776,"nm2773059,nm4578161,nm6826652",,nm7632600
Outlander,tt3006802,"nm1495520,nm1537825,nm5310225",,nm1748442
Arcane,tt11126994,"nm1204760,nm2794962,nm3480246",,nm1865649
El rastro,tt23221806,"nm0250940,nm4696919,nm0509555",,nm2171941
Te echo de menos,tt8491884,"nm8235180,nm8235183",,nm2121757
1992,tt4959750,"nm0879085,nm0000501,nm2207222",nm1033517,nm0672011
Equipaje de mano,tt21382296,"nm5473782,nm0000867,nm6259860",nm1429471,nm2686579
Shameless,tt1586680,"nm0000513,nm3103119,nm2087739",,nm0008036
Cien años de soledad,tt9892936,"nm1917786,nm10470056,nm3014753",,nm8317725
El joven Sheldon,tt6226232,"nm8071137,nm1409365,nm1115741",,nm0521143
Departure: Vuelo 716,tt9252156,"nm0659544,nm0719321,nm0390285",,nm7186988
Sakamoto Days,tt17069148,"nm0837523,nm4858403,nm2769344",,nm4678539
The Office,tt0386676,"nm0933988,nm1024677,nm0278979",,nm0199948
Alice in Borderland,tt10795658,"nm4081467,nm3145634,nm0633579",,nm10907962
Breaking Bad,tt0903747,"nm0186505,nm0348152,nm0666739",,nm0319213
Dragon Ball Z Kai,tt1409055,"nm0637586,nm0945881,nm0770832",,nm1890325
Perdidos,tt0411008,"nm0306201,nm0391326,nm0453746",,nm0009190
Dragon Ball Daima,tt29485149,"nm0637586,nm2146022,nm1309787",,nm2405043
Si las estrellas hablaran,tt26215550,"nm3316279,nm1045839,nm2442113",,nm8600149
Dandadan,tt30217403,"nm11134848,nm5137121,nm7583837",,nm5003154
De vuelta a la acción,tt21191806,"nm0004937,nm0000139,nm5628190",nm1164861,nm1164861
Dr. House,tt0412142,"nm0491402,nm0000494,nm0004898",,nm0794914
La última noche en Tremor,tt27349314,"nm2626646,nm1308063,nm0865950",,nm1079062
Attack on Titan,tt2560140,"nm2171329,nm0745310,nm2986974",,nm4697729
Dexter,tt0773262,"nm0355910,nm1358539,nm0953882",,nm2416255
Interestelar,tt0816692,"nm0000995,nm0000190,nm3237775",nm0634240,nm0634300
65: Al Borde De La Extinción,tt12261776,"nm3485845,nm7567556,nm5668548",nm1399714,nm1399714
No. 24,tt23782584,"nm8447868,nm0387009,nm13203015",nm0026174,nm0517179
Ripley,tt11016042,"nm0778831,nm0266824,nm1926865",,nm0383604
Mi reno de peluche,tt13649112,"nm6876120,nm2934977,nm9927131",,nm6876120
Peaky Blinders,tt2442560,"nm0614165,nm2167957,nm2570706",,nm1140275
Better Call Saul,tt3032476,"nm0644022,nm0052186,nm0781533",,nm0319213
La diplomática,tt17491088,"nm0005392,nm0001722,nm1408543",,nm1263223
The Walking Dead,tt1520211,"nm0005342,nm0564350,nm1659348",,nm1891501
Hermanos de sangre,tt0185906,"nm0342241,nm0507073,nm0515296",,nm0024421
El problema de los 3 cuerpos,tt13016388,"nm5381254,nm0192377,nm2555462",,nm1125275
La llegada,tt2543164,"nm0010736,nm0719637,nm0001845",nm0898288,nm2104063
Sonic: La película,tt18259086,"nm0000120,nm2355635,nm0000206",nm1733778,nm1352459
Love Actually,tt0314331,"nm0631490,nm0279524,nm1141990",nm0193485,nm0193485
Ad vitam,tt32138452,"nm0133899,nm0128801,nm4051466",nm1211787,nm0133899
Un lugar para soñar,tt9077530,"nm1020036,nm0376540,nm0492687",,nm8151510
Schitt's Creek,tt3526078,"nm0506405,nm0001573,nm2391794",,nm2391794
Crímenes,tt10915060,"nm0005386,nm0813691,nm2322539",nm0994416,nm1545566
"Besos, Kitty",tt14490706,"nm8264172,nm9371499,nm11197928",,nm6614229
Mad Men,tt0804503,"nm0358316,nm0005253,nm0440229",,nm1980806
La bruja,tt4263482,"nm5896355,nm0408591,nm0225483",nm3211470,nm3211470
Desorden público,tt30096238,"nm0316074,nm0316271,nm6188249",,nm3560629
Dark,tt5753856,"nm3836977,nm0251526,nm3582197",,nm2171633
One Punch Man,tt4508902,"nm2322250,nm5481013,nm5489754",,nm0568772
Suits,tt1632701,"nm0532683,nm0389069,nm1423048",,nm0466689
Prison Break,tt0455275,"nm0700712,nm0589505,nm1004774",,nm0771228
Stranger Things,tt4574334,"nm0000213,nm1092086,nm6016511",,nm1819972
The Resident,tt6483832,"nm0194516,nm2110485,nm0339304",,nm0427468
Monstruos: La historia de Lyle y Erik Menendez,tt13207736,"nm1404239,nm0420955,nm2599408",,nm0107302
Black Mirror,tt2085059,"nm2148911,nm0230826,nm0487406",,nm0111765
Nadie Quiere Esto,tt26933824,"nm0068338,nm0111013,nm4419771",,nm1634958
Bandidos,tt11262142,"nm2130958,nm7527792,nm1001435",,nm0879377
Los caballeros,tt13210838,"nm3772243,nm2546012,nm3958526",,nm0005363
La locura,tt26676489,"nm0231458,nm1750371,nm0651159",,nm0067619
¡Olvídate de mí!,tt0338013,"nm0000120,nm0000701,nm0004423",nm0327273,nm0442109
The 8 Show,tt30423279,"nm3683989,nm6262665,nm6916719",,nm15590545
La Palma,tt30317229,"nm2186074,nm0471601,nm10512199",,nm0345674
The Good Doctor,tt6470478,"nm0383603,nm0771493,nm0004991",,nm0794914
Entrevías,tt13980362,"nm0180580,nm0708686,nm0848110",,nm2236133
Un hombre infiltrado,tt26670955,"nm0001101,nm1634944,nm3499685",,nm1321658
Duna,tt1160419,"nm3154303,nm0272581,nm1209966",nm0898288,nm3123612
Seis Triple Ocho,tt24458622,"nm0913488,nm6372377,nm1040389",nm1347153,nm2760178
Kimetsu no Yaiba: Guardianes de la Noche,tt11032374,"nm5137121,nm6981978,nm1683003",nm1417038,nm10281577
Asalto al Banco Central,tt29386497,"nm5969653,nm8061858,nm3986032",,nm0025538
Spider-Man: Cruzando el Multiverso,tt9362722,"nm4271336,nm2794962,nm3109964",nm1690966,nm0520488
Noche y dia,tt1013743,"nm0000129,nm0000139,nm0765597",nm0003506,nm0642277
Las abogadas,tt26446256,"nm6098424,nm1354955,nm15101565",,nm0274407
Snowpiercer: Rompenieves,tt6156584,"nm4377526,nm2316017,nm2226071",,nm0295264
El peor vecino del mundo,tt7405458,"nm0000158,nm3769182,nm2733631",nm0286975,nm7554519
Dr. Stone,tt9679542,"nm3311160,nm4868981,nm10631700",,nm12000049
Aquí no hay quien viva,tt0381733,"nm0968559,nm0191123,nm0082118",,nm2244391
Whiplash. Música y obsesión,tt2582802,"nm1886602,nm0799777,nm0001663",nm3227090,nm3227090
La chica de nieve,tt15787870,"nm9875384,nm1938814,nm9803023",,nm12741030
Wallace y Gromit: La venganza se sirve con plumas,tt17163970,"nm2038317,nm0443153,nm10778177",nm1271549,nm0123666
La colina de los perros,tt0118375,"nm0431918,nm0001562,nm0781899",,nm0199948
Valle salvaje,tt33297589,"nm14642963,nm0781220,nm9186159",,nm2956356
Cobra Kai,tt7221388,"nm0001494,nm0951420,nm1136435",,nm0372222
Fachadas,tt19891306,"nm0004802,nm1282966,nm3434305",,nm10683228
Jujutsu Kaisen,tt12343534,"nm1361499,nm7121595,nm6793636",,nm12013605
Origen,tt9813792,"nm0674782,nm1503432,nm0047248",,nm7650310
Una joven prometedora,tt9620292,"nm0111013,nm2200658,nm3931538",nm2193504,nm2193504
El abogado del Lincoln,tt13833978,"nm2636310,nm1182048,nm0760151",,nm0175093
Mindhunter,tt5290382,"nm2676147,nm0564697,nm1396022",,nm0235123
Vikingos,tt2306299,"nm0935395,nm0803890,nm1573253",,nm0386694
A dos metros bajo tierra,tt0248654,"nm0470244,nm0355910,nm0175814",,nm0050332
Senna,tt13024830,"nm5987206,nm2546012,nm10100992",,nm0025241
Se7en: Los Siete Pecados Capitales,tt0114369,"nm0000151,nm0001825,nm0669254",nm0000399,nm0001825
Castlevania: Nocturno,tt14833612,"nm5680444,nm9096847,nm5177929",,nm0975294
El truco final (El prestigio),tt0482571,"nm0413168,nm0000288,nm0000323",nm0634240,nm0634300
Cadena perpetua,tt0111161,"nm0000209,nm0000151,nm0348409",nm0001104,nm0000175
The Blacklist,tt2741602,"nm0000652,nm1459109,nm0502015",,nm0092578
Infiltrados,tt0407887,"nm0000138,nm0000354,nm0000197",nm0000217,nm1184258
Zodiac,tt0443706,"nm0350453,nm0749263,nm0000381",nm0000399,nm0888743
El padrino,tt0068646,"nm0000008,nm0000199,nm0001001",nm0000338,nm0701374
La pareja perfecta,tt11514868,"nm0000173,nm0000630,nm2016723",,nm4906272
The Beasts,tt5090568,"nm6588867,nm6195774,nm0904967",nm4023702,nm1703612
Spy x Family,tt13706018,"nm3414040,nm6662487,nm2867434",,nm12957639
Snatch. Cerdos y diamantes,tt0208092,"nm0011744,nm0065307,nm0065874",nm0005363,nm0005363
La vida según Philomena Cunk,tt34874258,"nm1854269,nm14065013,nm0791102",nm2667446,nm0111765
El legado del diablo,tt7784604,"nm1842974,nm0000321,nm0001057",nm4170048,nm4170048
El pretendiente perfecto,tt30972832,"nm11382630,nm2347393,nm11195876",,nm8684078
Asura,tt34570673,"nm0594533,nm0648762,nm1066974",,nm0466153
The Witcher,tt5180504,"nm8463347,nm0147147,nm9923141",,nm1274355
No te preocupes querida,tt10731256,"nm6073955,nm4089170,nm1517976",nm1312575,nm4199289
La caza,tt8787372,"nm3816157,nm2523877,nm1050811",,nm0554962
The Holiday (Vacaciones),tt0457939,"nm0000139,nm0000701,nm0000179",nm0583600,nm0583600
Perfil falso,tt14494938,"nm5429211,nm8724526,nm0327862",,nm1130052
Los renglones torcidos de Dios,tt13229894,"nm1036659,nm0273464,nm3084972",nm1079062,nm1079062
Pulp Fiction: Tiempos violentos,tt0110912,"nm0000619,nm0001625,nm0522503",nm0000233,nm0000233
Hasta el último hombre,tt2119532,"nm1940449,nm1372922,nm5681790",nm0000154,nm0770938
¿Conoces a Joe Black?,tt0119643,"nm0000093,nm0000164,nm0001231",nm0000976,nm0651592
Seinfeld,tt0098904,"nm0000632,nm0724245,nm0004517",,nm0202970
Fullmetal Alchemist: Brotherhood,tt1355642,"nm0931060,nm0443509,nm2467242",,nm2086079
El buen patrón,tt13066182,"nm0000849,nm1254805,nm11579814",nm0508208,nm0508208
Sexo en Nueva York,tt0442579,"nm1715163,nm0000326,nm0000572",,
El príncipe dragón,tt8688814,"nm1123750,nm4037810,nm5407452",,nm1132209
El diario de Noah,tt1650043,"nm2325393,nm1256602,nm0006713",nm0101047,nm0007091
El lobo de Wall Street,tt0993846,"nm0000138,nm1706767,nm3053338",nm0000217,nm1010540
El viaje de Chihiro,tt0245429,"nm0383708,nm0997115,nm0622412",nm0594503,nm0594503
Mi feliz matrimonio,tt19869172,"nm6092929,nm5481013,nm2689910",,nm13617808
La emperatriz,tt13720112,"nm8967844,nm11809955,nm0286569",,nm0264265
Hechizados,tt7215232,"nm10399505,nm8149945,nm9478845",nm0421776,nm0421776
900 días sin Anabel,tt34164659,"nm0253440,nm16310664",,
Intocable,tt1675434,"nm0167388,nm1082477,nm0494504",nm0619923,nm0619923
Supermachos,tt31078755,"nm2246199,nm3664091,nm1903950",,nm7438880
La asistenta,tt11337908,"nm4960279,nm3538718,nm11971879",,nm8556627
House of Cards,tt1856010,"nm0000705,nm0446672,nm0000228",,nm0203577
Batman,tt1877830,"nm1500155,nm2368789,nm0942482",nm0716257,nm0716257
El chico y la garza,tt6587046,"nm13177683,nm4027243,nm0793069",nm0594503,nm0594503
Ranma1/2,tt4778940,"nm0945322,nm0370677,nm0847439",,nm0605304
The Good Place,tt4955642,"nm0068338,nm2860379,nm3553139",,nm1321658
Tenet,tt6723592,"nm1798449,nm2131630,nm0882616",nm0634240,nm0634240
"Tierra, sangre, conocimiento: Sobre el movimiento de la Tierra",tt33044444,"nm1328859,nm0465160,nm1697606",,nm2822572
Puñales por la espalda,tt8946378,"nm0185819,nm0262635,nm1869101",nm0426059,nm0426059
Respira,tt28298539,"nm0632385,nm0845209,nm0840754",,nm0599413
Un don excepcional,tt4481414,"nm0262635,nm5085683,nm0242026",nm1989536,nm0002368
El contable,tt2140479,"nm0000255,nm0447695,nm0799777",nm0640334,nm4057793
Sex Education,tt7767422,"nm2633535,nm0000096,nm6967441",,nm5677403
Barbie,tt1517268,"nm3053338,nm4793987,nm0571952",nm1950086,nm1950086
Psicópata americano,tt0144084,"nm0000288,nm0857620,nm0524197",nm0366004,nm0254735
Infierno para solteros,tt16283666,"nm7258953,nm3751716,nm10609668",,nm14195900
Naruto,tt0409591,"nm0847594,nm0281068,nm1512156",,nm1618263
Line of Duty,tt2303687,"nm1161994,nm0566049,nm0001160",,nm0580519
After Life,tt8398600,"nm0315041,nm2235764,nm0915453",,nm0315041
Múltiple,tt4972582,"nm0564215,nm5896355,nm0000990",nm0796117,nm0796117
La Reina del Flow,tt8560918,"nm1329835,nm2432071,nm1371940",,nm6699136
Joker,tt7286456,"nm0001618,nm0000134,nm5939164",nm0680846,nm0680846
Y tu mamá también,tt0245574,"nm0319843,nm1004635,nm0526019",nm0190859,nm0190860
Pequeños detalles,tt10016180,"nm0000243,nm1785339,nm0001467",nm0359387,nm0359387
WWE Monday Night RAW,tt0185103,"nm0492476,nm0170700,nm0505391",,nm15713096
Ready Player One: Comienza el Juego,tt1677720,"nm4446467,nm4972453,nm0578853",nm0000229,nm0672015
El juramento,tt0237572,"nm0165101,nm0199840,nm0001125",nm0000576,nm0246959
Fariña,tt6970710,"nm2626646,nm0880554,nm0244460",,nm1202178
The equalizer (El protector),tt0455944,"nm0000243,nm0190744,nm1631269",nm0298807,nm0921013
Django desencadenado,tt1853728,"nm0004937,nm0910607,nm0000138",nm0000233,nm0000233
Mentiroso compulsivo,tt0119528,"nm0000120,nm0005491,nm0178176",nm0001723,nm0345488
Silenced,tt2070649,"nm1508003,nm1869756,nm4694226",nm1375363,nm2403193
Uno de nosotros,tt9340860,"nm0000178,nm0000126,nm7371202",nm0080120,nm0080120
Panteón,tt11680642,"nm4583512,nm0200452,nm0001173",,nm7408787
Así nos ven,tt7137906,"nm10040186,nm4144312,nm5376232",,nm1148550
Bajo terapia,tt15977250,"nm0968559,nm1411610,nm0555093",nm0380547,nm0380547
Bronca,tt14403178,"nm3081796,nm4399227,nm4334711",,nm2768206
El becario,tt2361509,"nm0000134,nm0004266,nm0000623",nm0583600,nm0583600
Un lugar llamado Notting Hill,tt0125439,"nm0000210,nm0000424,nm0564500",nm0585011,nm0193485
El secreto de sus ojos,tt1305806,"nm0897845,nm0201857,nm3587952",nm0002728,nm3160078
El renacido,tt1663202,"nm0000138,nm0362766,nm1727304",nm0327944,nm1872664
Blade Runner 2049,tt1856101,"nm0331516,nm1176985,nm0000705",nm0898288,nm0266684
The Crown,tt4786824,"nm2946516,nm1469236,nm0001767",,nm0604948
Gambito de dama,tt10048342,"nm5896355,nm4006608,nm0131966",,nm0291082
El día de la bestia,tt0112922,"nm0029962,nm0211089,nm0782213",nm0407067,nm0346277
La maldición de Hill House,tt6763664,"nm0401264,nm0001303,nm0001794",,nm1093039
Derry Girls,tt7120662,"nm8090765,nm5308665,nm0642321",,nm2313382
Eric,tt16283824,"nm1212722,nm0000451,nm0283945",,nm0604448
El caballero oscuro,tt0468569,"nm0000288,nm0005132,nm0001173",nm0634240,nm0634300
Gossip Girl,tt0397442,"nm0515116,nm1015262,nm0046112",,nm1335634
Klaus,tt4729430,"nm0005403,nm0799777,nm0429069",nm0655053,nm0655053
Jurassic World,tt31036941,"nm0047332,nm0424060,nm1670029",nm2284484,nm0000341
Heartstopper,tt10638036,"nm5598573,nm12509469,nm12522256",,nm10836729
Mar de la tranquilidad,tt11570202,"nm0046277,nm1508003,nm3241804",,nm2977474
Narcos,tt2707408,"nm0050959,nm0609944,nm2933542",,nm0076166
Emily en París,tt8962124,"nm2934314,nm0503800,nm3594940",,nm0823015
El caso Asunta,tt27788849,"nm0679150,nm0880554,nm0349522",,nm1202178
Ojos bien cerrados,tt0120663,"nm0000129,nm0000173,nm0251036",nm0000040,nm0000040
La tumba de las luciérnagas,tt0095327,"nm0851302,nm0794186,nm0794002",nm0847223,nm0636435
Élite,tt7134908,"nm9648243,nm8241694,nm8149945",,nm1823374
Crepúsculo,tt1099212,"nm0829576,nm1020124,nm1140952",nm0362566,nm0742279
Mujercitas,tt3281548,"nm1519680,nm0914612,nm6073955",nm1950086,nm1950086
La sociedad de la nieve,tt16277242,"nm11193967,nm5542067,nm10990649",nm1291105,nm1291105
Lucifer,tt4052886,"nm0255124,nm0314514,nm1204760",,nm7137658
Lo que hay dentro,tt14577874,"nm6239256,nm3837694,nm8630844",nm1177612,nm1177612
Troya,tt0332452,"nm0002103,nm0004051,nm0428923",nm0000583,nm0392955
Rebel Ridge,tt11301886,"nm7543974,nm0219292,nm1710309",nm1099918,nm1099918
Cunk on Earth,tt16867040,"nm1854269,nm2629380,nm1893718",,nm0111765
La caja azul,tt32639706,"nm6092929,nm6981978,nm6285625",,nm2405043
Arrested Development,tt0367279,"nm0000867,nm0005577,nm0004715",,nm0403804
Polar Express,tt0338348,"nm0000158,nm0366667,nm0214430",nm0000709,nm0885575
Monster,tt0434706,"nm1428827,nm1240448,nm2069528",,nm0881544
Monstruos,tt13207736,"nm1404239,nm0420955,nm2599408",,nm0107302
Olvidado,tt7057496,"nm0453452,nm3673844,nm0600673",nm1203013,nm1203013
Cadáveres,tt18347622,"nm3072466,nm4964567,nm6024635",,nm7391230
Jurassic World: El regne caigut,tt4881806,"nm0695435,nm0397171,nm1245863",nm1291105,nm2081046
Vivir sin permiso,tt6970700,"nm0180580,nm1682733,nm1726555",,nm1680361
Ni una más,tt22188654,"nm5913850,nm12494183,nm15964291",,nm0520831
Venom: habrá matanza,tt7097896,"nm0362766,nm0000437,nm0931329",nm0785227,nm0545150
Kingsman: Servicio secreto,tt2802144,"nm6244464,nm0000147,nm0835016",nm0891216,nm0963359
Vinland Saga,tt10233448,"nm3727237,nm3340306,nm6257948",,nm2296270
Lupin,tt2531336,"nm1082477,nm0756203,nm2245673",,nm0443047
Loco y estúpido amor,tt1570728,"nm0136797,nm0331516,nm0000194",nm0275629,nm1557594
Detrás de sus ojos,tt9698442,"nm3941962,nm2016723,nm5290643",,nm1208415
Plan oculto,tt0454848,"nm0000243,nm0654110,nm0000149",nm0000490,nm1897957
One Piece,tt0388629,"nm0849028,nm0645500,nm5719834",,nm1520917
X,tt13560574,"nm5301405,nm4911194,nm0811242",nm1488800,nm1488800
El Grinch,tt0170016,"nm0000120,nm0597410,nm3679189",nm0000165,nm0317450
Cómo perder a un chico en 10 días,tt0251127,"nm0005028,nm0000190,nm1063517",nm0677953,nm0018630
Historia Americana X,tt0120586,"nm0001570,nm0000411,nm0000350",nm0443411,nm0571346
300,tt0416449,"nm0124930,nm0372176,nm0922035",nm0811583,nm0811583
El Atraco,tt1259528,"nm0124930,nm1032567,nm6578009",nm0345615,nm0345615
La caída de la Casa Usher,tt0456339,"nm1273697,nm0297392,nm0868467",nm1906250,nm1906250
RuPaul: Reinas del drag,tt1353056,"nm0750412,nm0899513,nm1481801",,nm0750412
Fue la mano de Dios,tt12680684,"nm8452426,nm0785842,nm0764606",nm0815204,nm0815204
Captain Fantastic,tt3553976,"nm0001557,nm1126657,nm4705966",nm0743671,nm0743671
Tesis,tt0117883,"nm0868479,nm0555093,nm0635330",nm0024622,nm0024622
Pesadilla en la cocina,tt2555320,"nm2954821,nm0749817,nm5474534",,nm1984780
Berlín,tt16288804,"nm0022261,nm1043338,nm0880554",,nm2651446
Avatar: La leyenda de Aang,tt0417299,"nm0048389,nm0878940,nm0926165",,nm0227204
En la nave del encanto,tt35327640,"nm0022261,nm16900843,nm16900842",nm0022261,nm0022261
Spider-Man: un nuevo universo,tt4633694,"nm4271336,nm2159926,nm2794962",nm2130108,nm0520488
Paquita Salas,tt5866074,"nm5880529,nm3177382,nm0760657",,nm1982169
Noche de fin de año,tt1093357,"nm0386472,nm1880888,nm1540404",nm0329755,nm3123612
Dos tontos muy tontos,tt0109686,"nm0000120,nm0001099,nm0000452",nm0268380,nm0268380
Vikingos: Valhalla,tt11311302,"nm8703396,nm5327318,nm5435959",,nm0386694
The Eminence in Shadow,tt14115938,"nm7351424,nm5329879,nm5667822",,nm10329689
"Expiación, más allá de la pasión",tt0783233,"nm1519680,nm2854564,nm0000950",nm0942504,nm0568605
Riverdale,tt5420376,"nm3929887,nm6161516,nm0819850",,nm2630745
Babanba Banban Vampire,tt34754131,"nm1938624,nm7274489,nm6506265",,nm1450276
Sin novedad en el frente,tt1016150,"nm0436835,nm3477129,nm6037256",nm0074163,nm0074163
Venom,tt16366836,"nm0362766,nm0252230,nm1017334",nm0545150,nm0545150
Transformers: El despertar de las bestias,tt5090568,"nm6588867,nm6195774,nm0904967",nm4023702,nm1703612
La ley del mar,tt27837566,"nm0869088,nm0692391,nm0165455",,nm2472291
Terminator 2: El juicio final,tt0103064,"nm0000216,nm0000157,nm0000411",nm0000116,nm0000116
Bob Esponja,tt0206512,"nm0444786,nm0120309,nm0265067",,nm0384864
Esencia de mujer,tt0105323,"nm0000199,nm0000563,nm0714310",nm0000976,nm0037097
Warrior,tt5743796,"nm4010671,nm2138746,nm0864937",,nm0000045
Gorrión rojo,tt2873282,"nm2225369,nm0249291,nm0774386",nm1349376,nm1244808
La ley de Lidia Poët,tt15441160,"nm7006860,nm8140928,nm4273466",,nm2856210
Como la vida misma,tt27662525,"nm1362936,nm0616395,nm2803246",,nm1492333
Rumbo al infierno,tt12235718,"nm5041025,nm1152065,nm12141029",,nm8022932
Kingdom 4: Return of the Great General,tt31457736,"nm2831010,nm4388136,nm1175664",nm0766263,nm5068288
Ha nacido una estrella,tt1517451,"nm3078932,nm0177896,nm0000385",nm0177896,nm0744839
Hotel Transilvania,tt0837562,"nm0001191,nm1676221,nm1411125",nm0850733,nm0063165
Calladita,tt18291892,"nm10688115,nm0317725,nm1084399",nm9328828,nm9328828
No te muevas,tt24807110,"nm2080328,nm1587729,nm0871579",nm1826621,nm4620383
The Last Kingdom,tt4179452,"nm4101853,nm6999212,nm4538500",,nm4618645
1917,tt8579674,"nm2835616,nm1126657,nm0990547",nm0005222,nm0005222
Padre no hay más que uno 4: Campanas de boda,tt29871729,"nm0782213,nm1071554,nm10469224",nm0782213,nm2125297
Héroes de guardia,tt28106730,"nm2352559,nm12261780,nm12056060",,nm13809677
Terminator Zero,tt14153236,"nm8095190,nm1683003,nm6506265",,nm3231728
Celda 211,tt31223067,"nm0699258,nm1452557,nm11685824",,nm3840957
Los muertos no mueren,tt29295117,,nm7425881,nm7425881
Manifiesto,tt8421350,"nm4612692,nm2796047,nm2824707",,nm0707517
The Pacific,tt0374463,"nm0197647,nm0001515,nm0781218",,nm0028982
Engaños,tt5611024,"nm2882021,nm2253821,nm0035514",,nm0110662
Hunter × Hunter,tt8790086,"nm1093951,nm3663196,nm9538520",nm1170855,nm0921013
Terminator: Destino oscuro,tt6450804,"nm0000157,nm0000216,nm4496875",nm1783265,nm0275286
Mortal Engines,tt1571234,"nm2623492,nm1588066,nm0915989",nm0729514,nm0909638
Un día de furia,tt0106856,"nm0000140,nm0000380,nm0001347",nm0001708,nm0808076
Misa de medianoche,tt10574558,"nm2318089,nm1472917,nm0005138",,nm1530627
Sandman,tt1751634,"nm0836432,nm2933542,nm0652663",,nm7137658
Churchill y la guerra,tt34379135,"nm1605114,nm0456810,nm8418073",,
Noche de bodas,tt7798634,"nm3034977,nm0111013,nm1975628",nm2366012,nm2361509
No mires arriba,tt11286314,"nm0000138,nm2225369,nm0000658",nm0570912,nm0570912
Los Williams,tt33034975,"nm9976974,nm9675859,nm9977290",nm4618825,
El hombre araña,tt0145487,"nm0001497,nm0000353,nm0000379",nm0000600,nm0498278
Bagheera,tt15380608,"nm5834504,nm9813269,nm0695177",nm15015488,nm6073824
María,tt22893404,"nm0001401,nm0269419,nm2130040",nm1883257,nm1140275
El internado,tt1024810,"nm1709128,nm2288618,nm1721834",,nm0069210
El nombre de la rosa,tt0432998,"nm0260957,nm1025355,nm0209448",nm0749121,nm1770032
Les habla el Zodíaco,tt33480540,"nm16653138,nm16653141,nm16653139",,
Lo imposible,tt1649419,"nm0915208,nm0000191,nm4043618",nm1291105,nm1037221
El peor ex imaginable,tt32932523,,,
Cyberpunk: Edgerunners,tt12590266,"nm6450743,nm2977243,nm10639946",,nm14006565
El insoportable peso de un talento descomunal,tt11291274,"nm0000115,nm0050959,nm1840504",nm3230448,nm3230448
Los niños perdidos,tt21032536,"nm13750030,nm13750031",nm13750029,nm13750032
Batman inicia,tt0372784,"nm0000288,nm0000323,nm0000553",nm0634240,nm0004170
Una historia de violencia,tt3648396,"nm0206354,nm6407860,nm6407861",nm6407857,
Altered Carbon,tt2261227,"nm0175134,nm0325989,nm1901842",,nm0436164
Aquella Navidad,tt14855468,"nm0631490,nm0004051,nm7960400",nm2259362,nm0193485
Ozark,tt5071412,"nm0000867,nm0001473,nm6019117",,nm4057793
La casa de papel,tt6468322,"nm2216549,nm1486647,nm1523587",,nm1210565
Salvar al soldado Ryan,tt0120815,"nm0000158,nm0001744,nm0122653",nm0000229,nm0734441
Estación Rocafort,tt24695266,"nm12494184,nm0349522,nm10977171",nm1060986,nm4354652
Hotel Bitcoin,tt31308426,"nm0767027,nm1687275,nm0735947",nm1437390,nm1437390
Matrix,tt0133093,"nm0000206,nm0000401,nm0005251",nm0905154,nm0905152
UniverXO Dabiz,tt34682889,nm4588336,,
Brooklyn Nine-Nine,tt2467372,"nm1676221,nm3715867,nm0187719",,nm0329634
El juego del calamar: El desafío,tt10919420,"nm0497631,nm1059827,nm1601080",,nm1375363
S.W.A.T.,tt6111130,"nm0005245,nm3777479,nm0364280",,nm0358842
Los Goonies,tt0089218,"nm0000276,nm0000982,nm0169480",nm0001149,nm0001060
Las chicas Gilmore,tt0238784,"nm0334179,nm0088127,nm0012962",,nm0792371
Río místico,tt0327056,"nm0000576,nm0000209,nm0000102",nm0000142,nm0001338
Malditos bastardos,tt0361748,"nm0000093,nm0491259,nm0910607",nm0000233,nm0000233
Green Book,tt6966692,"nm0001557,nm0991810,nm0004802",nm0268380,nm0885014
"Borgen: Reino, poder y gloria",tt0024465,"nm0000075,nm0601067,nm0604960",nm0397678,nm0002545
El nuevo empleado,tt16030542,"nm3170207,nm1865834,nm1472589",,nm7515055
Miércoles,tt13443470,"nm4911194,nm5547023,nm3528821",,nm0332184
Samurái de ojos azules,tt13309742,"nm4224109,nm0001786,nm1199811",,nm0338169
Kaos,tt8550732,"nm0000156,nm0005216,nm0226820",,nm1966892
Estamos muertos,tt14169960,"nm10098943,nm7676539,nm10910694",,nm3005626
Naruto Shippuden,tt0988824,"nm7597176,nm0847594,nm0281068",,nm1618263
Mindfulness para asesinos,tt30217222,"nm2686957,nm4256762,nm0771713",,nm1687484
Siempre el mismo día,tt16283804,"nm10695146,nm10225996,nm12843595",,nm0390141
Monster Hunter,tt6475714,"nm0000170,nm1388074,nm0000579",nm0027271,nm0027271
The Umbrella Academy,tt1312171,"nm0680983,nm2584392,nm3244078",,nm0085775
Bitelchús,tt0094721,"nm0000285,nm0000133,nm0568499",nm0000318,nm0568313
"Love, Death & Robots",tt9561862,"nm0851317,nm0926697,nm0636046",,nm1783265
In The Earth,tt13429362,"nm2181128,nm0790501,nm4842197",nm1296554,nm1296554
Hora de aventuras,tt1305826,"nm0224007,nm1660179,nm0444786",,nm2216378
Los Bridgerton,tt8740790,"nm3451086,nm0312587,nm0908116",,nm9992180
